Plant_sp_paper	Plant_name_accepted	Plant_sp_current	Plant_genus_current	Plant_family_current	life_form	fruit_type	husk	color	color_code	fruit_le_cm	fruit_wd_cm	seed_le_cm	seed_wd_cm	seed_diam_cm	n_seeds
Herrania_sp	Herrania	sp	Herrania	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydrogaster_trinervis	Hydrogaster_trinervis	Hydrogaster_trinervis	Hydrogaster	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Luehea_candicans	Luehea_candicans	Luehea_candicans	Luehea	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Luehea_candida	Luehea_candida	Luehea_candida	Luehea	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Luehea_divoricata	Luehea_divaricata	Luehea_divaricata	Luehea	Malvaceae	NA	NA	NA	NA	NA	2	1	1.4	0.6	0.6	NA
Luehea_seemannii	Luehea_seemannii	Luehea_seemannii	Luehea	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Luehea_speciosa	Luehea_speciosa	Luehea_speciosa	Luehea	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lueheopsis_duckeana	Lueheopsis_duckeana	Lueheopsis_duckeana	Lueheopsis	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Luhea_candida	Luehea_candida	Luehea_candida	Luehea	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malvaviscus_arboreus	Malvaviscus_arboreus	Malvaviscus_arboreus	Malvaviscus	Malvaceae	liana	berry	A	red	F	1	1.2	NA	NA	NA	NA
Matisia_bolivarii	Matisia_bolivarii	Matisia_bolivarii	Matisia	Malvaceae	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA
Matisia_bracteolosa	Matisia_bracteolosa	Matisia_bracteolosa	Matisia	Malvaceae	tree	berry	P	brown	F	3.5	2.5	NA	NA	NA	NA
Matisia_cordata	Matisia_cordata	Matisia_cordata	Matisia	Malvaceae	tree	berry	P	brown	F	6.5	5.7	2.9	1.5	1.5	NA
Mutisia_cordata	Matisia_cordata	Matisia_cordata	Matisia	Malvaceae	tree	berry	P	brown	F	6.5	5.7	2.9	1.5	1.5	NA
Ochroma_pyrimidale	Ochroma_pyramidale	Ochroma_pyramidale	Ochroma	Malvaceae	NA	NA	NA	NA	NA	NA	NA	0.9	0.5	0.5	NA
Pachira_aquatica	Pachira_aquatica	Pachira_aquatica	Pachira	Malvaceae	NA	NA	NA	NA	NA	NA	NA	2.4	1.8	1.8	NA
Pachira_brevipes	Pachira_brevipes	Pachira_brevipes	Pachira	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudobombax_munguba	Pseudobombax_munguba	Pseudobombax_munguba	Pseudobombax	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Quararibea_asterolepis	Quararibea_asterolepis	Quararibea_asterolepis	Quararibea	Malvaceae	tree	berry	P	NA	F	NA	NA	NA	NA	NA	NA
Quararibea_cordata	Matisia_cordata	Matisia_cordata	Matisia	Malvaceae	tree	berry	P	green	F	6.5	5.7	2.9	1.5	NA	NA
Quararibea_funebris	Quararibea_funebris	Quararibea_funebris	Quararibea	Malvaceae	tree	berry	P	orange	F	2.25	2	NA	NA	NA	2
Quararibea_ochrocalyx	Matisia_ochrocalyx	Matisia_ochrocalyx	Matisia	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Quararibea_parviflora	Quararibea_parviflora	Quararibea_parviflora	Quararibea	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Quararibea_sp	Quararibea	sp	Quararibea	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Quararibea_witti	Quararibea_wittii	Quararibea_wittii	Quararibea	Malvaceae	tree	berry	P	orange	F	3	2.6	1.2	0.8	0.8	2
Quararibea_wittii	Quararibea_wittii	Quararibea_wittii	Quararibea	Malvaceae	tree	berry	P	orange	F	3	2.6	1.2	0.8	0.8	2
Sida_sp	Sida	sp	Sida	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spirotheca_rivieri	Spirotheca_rivieri	Spirotheca_rivieri	Spirotheca	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sterculia_apetala	Sterculia_apetala	Sterculia_apetala	Sterculia	Malvaceae	tree	capsule	A	black_brown	S_C	13.2	9	3.5	2	2	15
Sterculia_caribaea	Sterculia_caribaea	Sterculia_caribaea	Sterculia	Malvaceae	NA	NA	NA	NA	NA	NA	NA	2.4	1.5	1.5	NA
Sterculia_chicha	Sterculia_apetala	Sterculia_apetala	Sterculia	Malvaceae	tree	capsule	A	black_brown	S_C	13.2	9	3.5	2	2	15
Sterculia_speciosa	Sterculia_speciosa	Sterculia_speciosa	Sterculia	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sterculia_striata	Sterculia_striata	Sterculia_striata	Sterculia	Malvaceae	NA	capsule	P	black_orange	S_C	26	8	2.1	1.6	1.6	12
Theobroma_cacao	Theobroma_cacao	Theobroma_cacao	Theobroma	Malvaceae	tree	berry	P	orange	F	19	9	2.19	1.28	1.28	30
Theobroma_guianensis	Theobroma_subincana	Theobroma_subincana	Theobroma	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Theobroma_obovatum	Theobroma_obovatum	Theobroma_obovatum	Theobroma	Malvaceae	tree	berry	P	orange	F	18	14	NA	1.8	1.8	30
Theobroma_sp	Theobroma	sp	Theobroma	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Theobroma_speciosum	Theobroma_speciosum	Theobroma_speciosum	Theobroma	Malvaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Theobroma_subcanum	Theobroma_subincanum	Theobroma_subincana	Theobroma	Malvaceae	tree	berry	P	orange	F	9.5	5.8	3	2.05	2.05	30
Theobroma_subincanum	Theobroma_subincanum	Theobroma_subincana	Theobroma	Malvaceae	tree	berry	P	orange	F	9.5	5.8	3	2.05	2.05	30
Theobroma_sylvestre	Theobroma_sylvestre	Theobroma_sylvestre	Theobroma	Malvaceae	NA	berry	P	orange	F	1.5	4.5	NA	NA	NA	NA
Stromanthe_tonckat	Stromanthe_tonckat	Stromanthe_tonckat	Stromanthe	Marantaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thalia_geniculata	Thalia_geniculata	Thalia_geniculata	Thalia	Marantaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Marcgravia_longifolia	Marcgravia_longifolia	Marcgravia_longifolia	Marcgravia	Marcgraviaceae	liana	capsule	A	red_brown	A_C	1.5	1.5	NA	0.06	0.06	1000
Marcgravia_macrophylla	Marcgravia_crenata	Marcgravia_crenata	Marcgravia	Marcgraviaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Marcgravia_polyantha	Marcgravia_polyantha	Marcgravia_polyantha	Marcgravia	Marcgraviaceae	liana	capsule	A	red_brown	A_C	1.53	1.28	0.1	0.05	0.05	1000
Marcgravia_sp	Marcgravia	sp	Marcgravia	Marcgraviaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Norantea_sp	Norantea	sp	Norantea	Marcgraviaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schwartzia_brasiliensis	Schwartzia_brasiliensis	Schwartzia_brasiliensis	Schwartzia	Marcgraviaceae	liana	NA	NA	black	F	1.4	1.12	0.46	0.13	0.13	64
Soroubea_guianensis	Souroubea_guianensis	Souroubea_guianensis	Souroubea	Marcgraviaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sourobea_sympetala	Souroubea_sympetala	Souroubea_sympetala	Souroubea	Marcgraviaceae	liana	capsule	A	black_orange	S_A	2.5	2.5	NA	0.3	0.3	15
Souroubea_crassipetala	Souroubea_crassipetala	Souroubea_crassipetala	Souroubea	Marcgraviaceae	liana	capsule	A	black_orange	S_A	2.3	2.4	NA	NA	NA	15
Souroubea_guianensis	Souroubea_guianensis	Souroubea_guianensis	Souroubea	Marcgraviaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Souroubea_sp	Souroubea	sp	Souroubea	Marcgraviaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Souroubea_sympetala	Souroubea_sympetala	Souroubea_sympetala	Souroubea	Marcgraviaceae	liana	capsule	A	black_orange	S_A	2.5	2.5	NA	0.3	0.3	15
Aciotis_aequatorialis	Aciotis_acuminifolia	Aciotis_acuminifolia	Aciotis	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acisanthera_sp	Acisanthera	sp	Acisanthera	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bellucia_grossalarioides	Bellucia_grossularioides	Bellucia_grossularioides	Bellucia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bellucia_grossularides	Bellucia_grossularioides	Bellucia_grossularioides	Bellucia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bellucia_grossularioides	Bellucia_grossularioides	Bellucia_grossularioides	Bellucia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bellucia_pentamera	Bellucia_pentamera	Bellucia_pentamera	Bellucia	Melastomataceae	tree	berry	A	yellow	F	3.5	3.5	NA	NA	NA	30
Bellucia_sp	Bellucia	sp	Bellucia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belucia_dichotoma	Bellucia_imperialis	Bellucia_imperialis	Bellucia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belucia_sp	Bellucia	sp	Bellucia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brachyotum_alpinum	Brachyotum_alpinum	Brachyotum_alpinum	Brachyotum	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brachyotum_ledifolium	Brachyotum_ledifolium	Brachyotum_ledifolium	Brachyotum	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cayponia_sp	Medinilla	sp	Medinilla	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cayponia_sp	Miconia	sp	Miconia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clidemia_bullosa	Miconia_bullosa	Miconia_bullosa	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Clidemia_debilis	Miconia_debilis	Miconia_debilis	Miconia	Melastomataceae	NA	berry	A	NA	NA	1	NA	0.1	0.05	0.05	50
Clidemia_hirta	Miconia_crenata	Miconia_crenata	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Clidemia_octona	Miconia_octona	Miconia_octona	Miconia	Melastomataceae	NA	NA	A	NA	NA	1.1	1.1	0.05	0.03	0.03	50
Clidemia_sp	Miconia	sp	Miconia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clidemia_urceolata	Miconia_neourceolata	Miconia_neourceolata	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Comolia_veronicaefoli	Comolia_villosa	Comolia_villosa	Comolia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Conostegia_icosandra	Miconia_subhirsuta	Miconia_subhirsuta	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Conostegia_volcanalis	Miconia_volcanalis	Miconia_volcanalis	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Conostegia_xalapensis	Miconia_xalapensis	Miconia_xalapensis	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	0.69	0.1	0.1	0.1	50
Henriettea_saldanhaei	Henriettea_saldanhaei	Henriettea_saldanhaei	Henriettea	Melastomataceae	shrub	berry	A	red	F	1.3	1.12	0.09	0.09	0.09	30
Henriettea_saldanhei	Henriettea_saldanhaei	Henriettea_saldanhaei	Henriettea	Melastomataceae	shrub	berry	A	red	F	1.3	1.12	0.09	0.09	0.09	30
Henriettea_succosa	Henriettea_succosa	Henriettea_succosa	Henriettea	Melastomataceae	shrub	berry	A	red	F	1.45	1.3	0.04	0.02	0.02	85
Henriettella_fissanthera	Henriettea_fissanthera	Henriettea_fissanthera	Henriettea	Melastomataceae	tree	berry	A	red	F	0.4	0.4	NA	0.09	0.09	30
Henriettella_hispidula	Henriettea_seemannii	Henriettea_seemannii	Henriettea	Melastomataceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leandra_acutiflora	Miconia_acutiflora	Miconia_acutiflora	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.64	0.55	0.1	0.1	0.1	50
Leandra_aurea	Miconia_auricoma	Miconia_auricoma	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.8	0.6	0.08	0.04	0.04	50
Leandra_australis	Miconia_australis	Miconia_australis	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Leandra_carassana	Miconia_sublanata	Miconia_sublanata	Miconia	Melastomataceae	NA	NA	A	NA	NA	0.7	0.68	0.12	0.061	0.061	160
Leandra_laevigata	Miconia_ciliolata	Miconia_ciliolata	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.68	0.7	0.05	0.03	0.03	12
Leandra_sp	Miconia	sp	Miconia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Loreya_strigosa	Bellucia_strigosa	Bellucia_strigosa	Bellucia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miconia_acuminifera	Miconia_acuminifera	Miconia_acuminifera	Miconia	Melastomataceae	shrub	berry	A	black	F	0.6	0.7	0.1	0.1	0.1	50
Miconia_affinis	Miconia_affinis	Miconia_affinis	Miconia	Melastomataceae	shrub	berry	A	black	F	0.3	0.45	0.1	0.1	0.1	50
Miconia_affinis	Miconia_laevigata	Miconia_laevigata	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_albicans	Miconia_albicans	Miconia_albicans	Miconia	Melastomataceae	NA	berry	A	black	NA	0.59	0.7	0.11	0.087	0.087	30
Miconia_alborufescens	Miconia_alborufescens	Miconia_alborufescens	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.45	0.59	0.09	0.084	0.084	9
Miconia_amoena	Miconia_amoena	Miconia_amoena	Miconia	Melastomataceae	shrub	berry	A	black	F	0.35	0.43	0.1	0.1	0.1	150
Miconia_argentea	Miconia_argentea	Miconia_argentea	Miconia	Melastomataceae	shrub	berry	A	black	F	0.6	0.6	0.1	0.1	0.1	50
Miconia_brasiliensis	Miconia_brasiliensis	Miconia_brasiliensis	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.26	0.3	0.1	0.1	0.1	50
Miconia_budlejoides	Miconia_budlejoides	Miconia_budlejoides	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.56	0.44	0.13	0.1	0.1	17
Miconia_burchelli	Miconia_burchellii	Miconia_burchellii	Miconia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miconia_burchelli	Miconia_burchellii	Miconia_burchellii	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.52	0.42	0.082	0.054	0.054	50
Miconia_cabucu	Miconia_formosa	Miconia_formosa	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.52	0.45	0.25	0.15	0.15	7
Miconia_cabussu	Miconia_cabussu	Miconia_cabussu	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_calvescens	Miconia_calvescens	Miconia_calvescens	Miconia	Melastomataceae	shrub	berry	A	black	F	0.34	0.46	0.1	0.1	0.1	60
Miconia_chamissois	Miconia_chamissois	Miconia_chamissois	Miconia	Melastomataceae	NA	berry	A	black	F	0.51	0.65	0.1	0.05	0.05	28
Miconia_chartacea	Miconia_flammea	Miconia_flammea	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_cinerascens	Miconia_cinerascens	Miconia_cinerascens	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_cinnamomifolia	Miconia_cinnamomifolia	Miconia_cinnamomifolia	Miconia	Melastomataceae	shrub	berry	A	black	F	0.4	0.32	0.09	0.07	0.07	50
Miconia_crocea	Miconia_crocea	Miconia_crocea	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_crysophylla	Miconia_chrysophylla	Miconia_chrysophylla	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_cubatanensis	Miconia_cubatanensis	Miconia_cubatanensis	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.45	0.43	0.23	0.22	0.22	50
Miconia_cuspidata	Miconia_cuspidata	Miconia_cuspidata	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.33	0.35	0.06	0.06	0.06	30
Miconia_discolor	Miconia_discolor	Miconia_discolor	Miconia	Melastomataceae	shrub	berry	A	black	F	0.42	0.36	0.13	0.9	0.9	10
Miconia_dodecandra	Miconia_dodecandra	Miconia_dodecandra	Miconia	Melastomataceae	shrub	berry	A	black	F	0.5	0.5	0.1	0.1	0.1	50
Miconia_duckei	Miconia_duckei	Miconia_duckei	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_elegans	Miconia_elegans	Miconia_elegans	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.6	0.45	0.15	0.11	0.11	50
Miconia_fallax	Miconia_fallax	Miconia_fallax	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.73	0.76	0.12	0.08	0.08	46
Miconia_fasciculata	Miconia_fasciculata	Miconia_fasciculata	Miconia	Melastomataceae	shrub	berry	A	black	F	NA	NA	0.1	0.1	0.1	50
Miconia_flammea	Miconia_flammea	Miconia_flammea	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_fragilis	Miconia_fragilis	Miconia_fragilis	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_glaberrima	Miconia_glaberrima	Miconia_glaberrima	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_holosericea	Miconia_holosericea	Miconia_holosericea	Miconia	Melastomataceae	shrub	berry	A	black	F	0.9	1	0.1	0.1	0.1	41
Miconia_hondurensis	Miconia_hondurensis	Miconia_hondurensis	Miconia	Melastomataceae	shrub	berry	A	black	F	NA	NA	0.1	0.1	0.1	50
Miconia_hypoleuca	Miconia_hypoleuca	Miconia_hypoleuca	Miconia	Melastomataceae	shrub	berry	A	black	F	0.46	0.31	0.03	0.03	0.03	50
Miconia_impetiolaris	Miconia_impetiolaris	Miconia_impetiolaris	Miconia	Melastomataceae	NA	berry	A	black	F	0.68	0.68	0.1	0.1	0.1	50
Miconia_inaequidans	Miconia_inaequidens	Miconia_inaequidens	Miconia	Melastomataceae	shrub	berry	A	black	F	0.9	0.9	0.1	0.1	0.1	50
Miconia_inaequidens	Miconia_inaequidens	Miconia_inaequidens	Miconia	Melastomataceae	shrub	berry	A	black	F	0.9	0.9	0.1	0.1	0.1	50
Miconia_kaplerii	Miconia_kappleri	Miconia_kapplerii	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_lacera	Miconia_lacera	Miconia_lacera	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_langsdorffii	Miconia_langsdorffii	Miconia_langsdorffii	Miconia	Melastomataceae	NA	berry	A	NA	NA	0.52	0.59	0.1	0.1	0.1	26
Miconia_latecrenata	Miconia_latecrenata	Miconia_latecrenata	Miconia	Melastomataceae	shrub	berry	A	black	F	0.36	0.34	0.06	0.07	0.07	17
Miconia_lepidota	Miconia_lepidota	Miconia_lepidota	Miconia	Melastomataceae	shrub	berry	A	black	F	0.5	0.5	0.1	0.1	0.1	50
Miconia_leucocarpa	Miconia_leucocarpa	Miconia_leucocarpa	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_ligustroides	Miconia_ligustroides	Miconia_ligustroides	Miconia	Melastomataceae	NA	NA	A	NA	NA	0.45	0.44	0.13	0.1	0.1	20
Miconia_lourteigiana	Miconia_lourteigiana	Miconia_lourteigiana	Miconia	Melastomataceae	shrub	berry	A	black	F	0.7	0.8	0.1	0.1	0.1	50
Miconia_lurida	Miconia_lurida	Miconia_lurida	Miconia	Melastomataceae	shrub	berry	A	black	F	1	0.7	0.1	0.1	0.1	50
Miconia_minutiflora	Miconia_minutiflora	Miconia_minutiflora	Miconia	Melastomataceae	NA	NA	A	NA	NA	0.35	0.51	0.1	0.05	0.05	120
Miconia_mirabilis	Miconia_mirabilis	Miconia_mirabilis	Miconia	Melastomataceae	shrub	berry	A	black	F	0.4	0.45	0.1	0.1	0.1	120
Miconia_multispicata	Miconia_multispicata	Miconia_multispicata	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_nervosa	Miconia_nervosa	Miconia_nervosa	Miconia	Melastomataceae	NA	NA	A	black	F	1.2	0.96	0.1	0.1	0.1	50
Miconia_pepericarpa	Miconia_pepericarpa	Miconia_pepericarpa	Miconia	Melastomataceae	NA	NA	A	NA	NA	0.35	0.28	0.2	0.17	0.17	20
Miconia_poeppigii	Miconia_poeppigii	Miconia_poeppigii	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_prasina	Miconia_prasina	Miconia_prasina	Miconia	Melastomataceae	shrub	berry	A	black	F	0.34	0.32	0.11	0.07	0.07	50
Miconia_pusilliflora	Miconia_pusilliflora	Miconia_pusilliflora	Miconia	Melastomataceae	shrub	berry	A	black	F	0.42	0.42	0.28	0.18	0.18	26
Miconia_racemifera	Miconia_racemifera	Miconia_racemifera	Miconia	Melastomataceae	NA	NA	A	NA	NA	0.46	0.39	0.16	0.21	0.21	21
Miconia_rimalis	Miconia_rimalis	Miconia_rimalis	Miconia	Melastomataceae	shrub	berry	A	black	F	0.35	0.36	0.1	0.1	0.1	50
Miconia_robinsoniana	Miconia_robinsoniana	Miconia_robinsoniana	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_rubiginosa	Miconia_rubiginosa	Miconia_rubiginosa	Miconia	Melastomataceae	NA	NA	A	NA	NA	0.46	0.49	0.11	0.08	0.08	17
Miconia_sellowiana	Miconia_sellowiana	Miconia_sellowiana	Miconia	Melastomataceae	shrub	berry	A	black	F	0.39	0.35	0.14	0.08	0.08	13
Miconia_sp	Miconia	sp	Miconia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miconia_splendens	Miconia_splendens	Miconia_splendens	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_stenostachya	Miconia_stenostachya	Miconia_stenostachya	Miconia	Melastomataceae	NA	NA	A	NA	NA	0.6	0.74	0.1	0.1	0.1	50
Miconia_tentaculifera	Miconia_tentaculifera	Miconia_tentaculifera	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_theaezans	Miconia_theaezans	Miconia_theaezans	Miconia	Melastomataceae	NA	NA	A	NA	NA	0.33	0.29	0.06	0.05	0.05	24
Miconia_trianaei	Miconia_trianaei	Miconia_trianaei	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Miconia_tristis	Miconia_tristis	Miconia_tristis	Miconia	Melastomataceae	shrub	berry	A	black	F	0.4	0.35	0.21	0.13	0.13	7
Miconia_urophylla	Miconia_urophylla	Miconia_urophylla	Miconia	Melastomataceae	NA	NA	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Mouriri_collocarpa	Mouriri_collocarpa	Mouriri_collocarpa	Mouriri	Melastomataceae	NA	NA	A	NA	NA	NA	NA	NA	NA	NA	NA
Mouriri_crassifolia	Mouriri_crassifolia	Mouriri_crassifolia	Mouriri	Melastomataceae	tree	berry	A	black	F	2.3	2	NA	0.8	0.8	4
Mouriri_elliptica	Mouriri_elliptica	Mouriri_elliptica	Mouriri	Melastomataceae	NA	NA	A	NA	NA	2.67	2.57	1.2	1	1	4
Mouriri_glazioviana	Mouriri_glazioviana	Mouriri_glazioviana	Mouriri	Melastomataceae	NA	NA	A	NA	NA	2.35	2.63	1.2	0.88	0.88	2
Mouriri_myrtillioides	Mouriri_myrtilloides	Mouriri_myrtilloides	Mouriri	Melastomataceae	tree	berry	A	black	F	2.3	2	NA	0.8	0.8	4
Mouriri_myrtilloides	Mouriri_myrtilloides	Mouriri_myrtilloides	Mouriri	Melastomataceae	tree	berry	A	black	F	2.3	2	NA	0.8	0.8	4
Mouriri_nigra	Mouriri_nigra	Mouriri_nigra	Mouriri	Melastomataceae	tree	berry	A	black	F	2.3	2	NA	0.8	0.8	2
Mouriri_sp	Mouriri	sp	Mouriri	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Myriaspora_egensis	Bellucia_egensis	Bellucia_egensis	Bellucia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepsera_aquatica	Nepsera_aquatica	Nepsera_aquatica	Nepsera	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ossaea_congestiflora	Miconia_leacongestiflora	Miconia_leacongestiflora	Miconia	Melastomataceae	NA	berry	A	NA	NA	1.36	1.02	0.1	0.05	0.05	50
Rhynchanthera_sp	Rhynchanthera	sp	Rhynchanthera	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tocoa_sp	Miconia	sp	Miconia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tococa_bullifera	Miconia_bullifera	Miconia_bullifera	Miconia	Melastomataceae	NA	berry	A	NA	NA	NA	NA	0.1	0.1	0.1	50
Tococa_guianensis	Miconia_tococa	Miconia_tococa	Miconia	Melastomataceae	NA	NA	A	NA	NA	1	1	0.12	0.07	0.07	50
Tococa_sp	Miconia	sp	Miconia	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Topobaea_praecox	Blakea_parasitica	Blakea_parasitica	Blakea	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Topobea_sp	Blakea	sp	Blakea	Melastomataceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cabralea_canjerana	Cabralea_canjerana	Cabralea_canjerana	Cabralea	Meliaceae	NA	capsule	A	white_orange	A_C	1.56	0.89	0.99	NA	NA	3
Carapa_guianensis	Carapa_guianensis	Carapa_guianensis	Carapa	Meliaceae	NA	NA	NA	NA	NA	17	17	5	5	5	8
Carapa_procera	Carapa_procera	Carapa_procera	Carapa	Meliaceae	NA	NA	NA	NA	NA	NA	NA	3.45	NA	NA	NA
